instanceID,courseCode,teacherID,studyPeriod,academicYear
I-582,1127,19900119-0104,3.0,2018-2019
I-583,1230,19761009-0055,4.0,2018-2019
I-584,1112,19931226-0118,4.0,2018-2019
I-585,1034,19761009-0055,4.0,2018-2019
I-586,1271,19750512-0043,3.0,2018-2019
I-587,1195,19750512-0043,2.0,2018-2019
I-588,1179,19931212-0079,2.0,2018-2019
I-589,1174,19750705-0033,1.0,2018-2019
I-590,1092,19780815-0047,2.0,2018-2019
I-591,1264,19910927-0128,4.0,2019-2020
I-592,1229,19900902-0114,1.0,2019-2020
I-593,1261,19900701-0113,4.0,2019-2020
I-594,1233,19900616-0124,1.0,2019-2020
I-595,1225,19910101-0133,3.0,2019-2020
I-596,1033,19910404-0102,4.0,2019-2020
I-597,1223,19790618-0048,3.0,2019-2020
I-598,1078,19750102-0059,3.0,2019-2020
I-599,1050,19780602-0035,3.0,2019-2020
I-600,1036,19910101-0133,4.0,2019-2020
I-601,1014,19910817-0092,4.0,2019-2020
I-602,1275,19920504-0093,3.0,2020-2021
I-603,1178,19910101-0133,2.0,2020-2021
I-604,1083,19901029-0071,3.0,2020-2021
I-605,1014,19761020-0044,3.0,2020-2021
I-606,1256,19930221-0139,4.0,2020-2021
I-607,1242,19780424-0057,3.0,2020-2021
I-608,1213,19790717-0045,4.0,2020-2021
I-609,1165,19780424-0057,4.0,2020-2021
I-610,1085,19900701-0113,3.0,2020-2021
I-611,1062,19930829-0082,4.0,2020-2021
I-612,1095,19920602-0073,4.0,2021-2022
I-613,1168,19750102-0059,4.0,2021-2022
I-614,1025,19750906-0032,2.0,2021-2022
I-615,1274,19790618-0048,3.0,2021-2022
I-616,1267,19761009-0055,4.0,2021-2022
I-617,1172,19761009-0055,4.0,2021-2022
I-618,1021,19910327-0096,1.0,2021-2022
I-619,1018,19790618-0048,1.0,2021-2022
I-620,1085,19750417-0051,4.0,2022-2023
I-621,1254,19761024-0034,1.0,2022-2023
I-622,1230,19781130-0054,3.0,2022-2023
I-623,1174,19750705-0033,1.0,2022-2023
I-624,1261,19910403-0103,4.0,2022-2023
I-625,1235,19790618-0048,3.0,2022-2023
I-626,1197,19910403-0103,3.0,2022-2023
I-627,1187,19780317-0052,1.0,2022-2023
I-628,1024,19930616-0127,1.0,2022-2023
I-629,1016,19910101-0133,1.0,2022-2023
I-630,1138,19920505-0115,4.0,2023-2024
I-631,1115,19910214-0084,4.0,2023-2024
I-632,1242,19930616-0127,1.0,2023-2024
I-633,1081,19770713-0042,4.0,2023-2024
I-634,1043,19780424-0057,2.0,2023-2024
I-635,1298,19910421-0067,4.0,2023-2024
I-636,1278,19750122-0056,4.0,2023-2024
I-637,1263,19900902-0114,4.0,2023-2024
I-638,1141,19910101-0133,1.0,2023-2024
I-639,1118,19930829-0082,2.0,2023-2024
I-640,1149,19901011-0119,2.0,2013-2014
I-641,1147,19780815-0047,3.0,2013-2014
I-642,1187,19790708-0041,1.0,2013-2014
I-643,1179,19910822-0122,2.0,2013-2014
I-644,1173,19750705-0033,3.0,2013-2014
I-645,1100,19900723-0126,3.0,2013-2014
I-646,1253,19901011-0119,2.0,2013-2014
I-647,1231,19900619-0076,1.0,2013-2014
I-648,1202,19910421-0067,3.0,2013-2014
I-649,1200,19750705-0033,2.0,2013-2014
I-650,1181,19930508-0061,4.0,2013-2014
I-651,1091,19900426-0089,1.0,2013-2014
I-652,1158,19780317-0052,3.0,2014-2015
I-653,1037,19900902-0114,4.0,2014-2015
I-654,1162,19790702-0038,3.0,2014-2015
I-655,1081,19930906-0110,4.0,2014-2015
I-656,1075,19911116-0069,1.0,2014-2015
I-657,1049,19930829-0082,1.0,2014-2015
I-658,1263,19910327-0096,4.0,2014-2015
I-659,1207,19920826-0088,1.0,2014-2015
I-660,1108,19931231-0099,3.0,2014-2015
I-661,1080,19790618-0048,2.0,2014-2015
I-662,1054,19790717-0045,2.0,2014-2015
I-663,1051,19760524-0046,2.0,2014-2015
I-664,1146,19920320-0121,2.0,2015-2016
I-665,1246,19930508-0061,2.0,2015-2016
I-666,1098,19920122-0065,3.0,2015-2016
I-667,1097,19931226-0118,2.0,2015-2016
I-668,1207,19910817-0092,4.0,2015-2016
I-669,1206,19931231-0099,1.0,2015-2016
I-670,1189,19750102-0059,4.0,2015-2016
I-671,1161,19750122-0056,4.0,2015-2016
I-672,1129,19780317-0052,2.0,2015-2016
I-673,1090,19920316-0107,1.0,2015-2016
I-674,1209,19910421-0067,2.0,2016-2017
I-675,1050,19900723-0126,2.0,2016-2017
I-676,1240,19900321-0080,4.0,2016-2017
I-677,1137,19900430-0112,3.0,2016-2017
I-678,1134,19790618-0048,1.0,2016-2017
I-679,1039,19921201-0094,3.0,2016-2017
I-680,1281,19761020-0044,3.0,2016-2017
I-681,1265,19781217-0053,3.0,2016-2017
I-682,1156,19761020-0044,1.0,2016-2017
I-683,1060,19770224-0058,4.0,2016-2017
I-684,1037,19920504-0093,1.0,2016-2017
I-685,1292,19761024-0034,3.0,2017-2018
I-686,1257,19910421-0067,4.0,2017-2018
I-687,1250,19900701-0113,1.0,2017-2018
I-688,1293,19750417-0051,2.0,2017-2018
I-689,1247,19900128-0095,2.0,2017-2018
I-690,1073,19751018-0039,4.0,2017-2018
I-691,1019,19901026-0111,2.0,2017-2018
I-692,1297,19910214-0084,1.0,2018-2019
I-693,1078,19750417-0051,1.0,2018-2019
I-694,1086,19900307-0105,4.0,2018-2019
I-695,1003,19790717-0045,1.0,2018-2019
I-696,1294,19780602-0035,4.0,2018-2019
I-697,1215,19920320-0121,1.0,2018-2019
I-698,1120,19790702-0038,4.0,2018-2019
I-699,1042,19781217-0053,3.0,2018-2019
I-700,1139,19760524-0046,4.0,2019-2020
I-701,1270,19770713-0042,2.0,2019-2020
I-702,1198,19900430-0112,1.0,2019-2020
I-703,1164,19750331-0036,4.0,2019-2020
I-704,1273,19930508-0061,2.0,2019-2020
I-705,1105,19780424-0057,2.0,2019-2020
I-706,1070,19901011-0119,1.0,2019-2020
I-707,1042,19780317-0052,2.0,2019-2020
I-708,1031,19781125-0031,4.0,2019-2020
I-709,1106,19900124-0064,3.0,2020-2021
I-710,1160,19750906-0032,3.0,2020-2021
I-711,1091,19790618-0048,3.0,2020-2021
I-712,1062,19931118-0062,2.0,2020-2021
I-713,1265,19900124-0064,3.0,2020-2021
I-714,1175,19790717-0045,1.0,2020-2021
I-715,1142,19920826-0088,4.0,2020-2021
I-716,1077,19761020-0044,3.0,2020-2021
I-717,1012,19930919-0137,3.0,2020-2021
I-718,1231,19900723-0126,1.0,2021-2022
I-719,1026,19780602-0035,2.0,2021-2022
I-720,1274,19760524-0046,4.0,2021-2022
I-721,1260,19750417-0051,2.0,2021-2022
I-722,1039,19750417-0051,2.0,2021-2022
I-723,1029,19750705-0033,4.0,2021-2022
I-724,1279,19751018-0039,2.0,2021-2022
I-725,1155,19780317-0052,2.0,2021-2022
I-726,1137,19920602-0073,2.0,2021-2022
I-727,1089,19761024-0034,2.0,2021-2022
I-728,1074,19900201-0074,4.0,2021-2022
I-729,1010,19771013-0040,1.0,2021-2022
I-730,1071,19910927-0128,4.0,2022-2023
I-731,1076,19761009-0055,4.0,2022-2023
I-732,1044,19900619-0076,2.0,2022-2023
I-733,1009,19750122-0056,2.0,2022-2023
I-734,1270,19750512-0043,3.0,2022-2023
I-735,1197,19750122-0056,4.0,2022-2023
I-736,1155,19750906-0032,4.0,2022-2023
I-737,1152,19790426-0049,1.0,2022-2023
I-738,1078,19770224-0058,1.0,2022-2023
I-739,1068,19900909-0123,1.0,2023-2024
I-740,1012,19750722-0060,1.0,2023-2024
I-741,1186,19920206-0072,1.0,2023-2024
I-742,1169,19930512-0117,2.0,2023-2024
I-743,1072,19931231-0099,2.0,2023-2024
I-744,1267,19790708-0041,3.0,2023-2024
I-745,1197,19750331-0036,2.0,2023-2024
I-746,1161,19771013-0040,1.0,2023-2024
I-747,1065,19790426-0049,1.0,2023-2024
I-748,1062,19900201-0074,2.0,2023-2024
I-749,1006,19931212-0079,1.0,2023-2024
I-750,1163,19790426-0049,1.0,2013-2014
I-751,1292,19761020-0044,2.0,2013-2014
I-752,1227,19920320-0121,1.0,2013-2014
I-753,1197,19751018-0039,1.0,2013-2014
I-754,1299,19780424-0057,1.0,2013-2014
I-755,1181,19751018-0039,4.0,2013-2014
I-756,1170,19750705-0033,4.0,2013-2014
I-757,1010,19930616-0127,2.0,2013-2014
I-758,1248,19750512-0043,4.0,2014-2015
I-759,1105,19901026-0111,1.0,2014-2015
I-760,1065,19931226-0118,3.0,2014-2015
I-761,1043,19781217-0053,4.0,2014-2015
I-762,1008,19761020-0044,3.0,2014-2015
I-763,1218,19760524-0046,2.0,2014-2015
I-764,1217,19750122-0056,2.0,2014-2015
I-765,1208,19910122-0077,1.0,2014-2015
I-766,1037,19780317-0052,1.0,2014-2015
I-767,1291,19750122-0056,4.0,2015-2016
I-768,1208,19750512-0043,2.0,2015-2016
I-769,1287,19780317-0052,1.0,2015-2016
I-770,1066,19781130-0054,4.0,2015-2016
I-771,1279,19790618-0048,3.0,2015-2016
I-772,1153,19900211-0140,4.0,2015-2016
I-773,1110,19900619-0076,1.0,2015-2016
I-774,1108,19750705-0033,3.0,2015-2016
I-775,1080,19901219-0125,1.0,2015-2016
I-776,1054,19911025-0091,4.0,2015-2016
I-777,1265,19780424-0057,4.0,2016-2017
I-778,1222,19750220-0037,3.0,2016-2017
I-779,1067,19910921-0136,4.0,2016-2017
I-780,1038,19780424-0057,3.0,2016-2017
I-781,1006,19931212-0079,2.0,2016-2017
I-782,1185,19910421-0067,2.0,2016-2017
I-783,1173,19770713-0042,4.0,2016-2017
I-784,1095,19900201-0074,3.0,2016-2017
I-785,1083,19900723-0126,1.0,2016-2017
I-786,1066,19920122-0065,3.0,2016-2017
I-787,1025,19910817-0092,1.0,2016-2017
I-788,1101,19910403-0103,3.0,2017-2018
I-789,1239,19750906-0032,2.0,2017-2018
I-790,1102,19920122-0065,3.0,2017-2018
I-791,1100,19761024-0034,3.0,2017-2018
I-792,1238,19920504-0093,2.0,2017-2018
I-793,1128,19930302-0135,4.0,2017-2018
I-794,1125,19910403-0131,4.0,2017-2018
I-795,1119,19910514-0068,1.0,2017-2018
I-796,1142,19781125-0031,1.0,2018-2019
I-797,1218,19900317-0083,3.0,2018-2019
I-798,1145,19771013-0040,1.0,2018-2019
I-799,1135,19761024-0034,3.0,2018-2019
I-800,1117,19930221-0139,4.0,2018-2019
I-801,1199,19920826-0088,1.0,2018-2019
I-802,1172,19760524-0046,2.0,2018-2019
I-803,1092,19780815-0047,2.0,2018-2019
I-804,1090,19750512-0043,3.0,2018-2019
I-805,1041,19750122-0056,4.0,2018-2019
I-806,1028,19910403-0131,2.0,2018-2019
I-807,1009,19761020-0044,3.0,2019-2020
I-808,1285,19750512-0043,1.0,2019-2020
I-809,1004,19901011-0119,2.0,2019-2020
I-810,1186,19790702-0038,3.0,2019-2020
I-811,1176,19910206-0081,2.0,2019-2020
I-812,1141,19781130-0054,3.0,2019-2020
I-813,1127,19910403-0103,3.0,2019-2020
I-814,1105,19900201-0074,3.0,2019-2020
I-815,1249,19750722-0060,2.0,2020-2021
I-816,1013,19781125-0031,3.0,2020-2021
I-817,1226,19790708-0041,1.0,2020-2021
I-818,1104,19900124-0064,3.0,2020-2021
I-819,1094,19900321-0080,4.0,2020-2021
I-820,1032,19931212-0079,4.0,2020-2021
I-821,1266,19781125-0031,3.0,2020-2021
I-822,1245,19761020-0044,1.0,2020-2021
I-823,1212,19750417-0051,1.0,2020-2021
I-824,1201,19910206-0081,4.0,2020-2021
I-825,1184,19780317-0052,4.0,2020-2021
I-826,1121,19910404-0102,1.0,2020-2021
I-827,1284,19930508-0061,3.0,2021-2022
I-828,1173,19900902-0114,3.0,2021-2022
I-829,1162,19900909-0123,4.0,2021-2022
I-830,1111,19790702-0038,2.0,2021-2022
I-831,1107,19900818-0116,4.0,2021-2022
I-832,1183,19761024-0034,1.0,2021-2022
I-833,1168,19911025-0091,3.0,2021-2022
I-834,1120,19751018-0039,1.0,2021-2022
I-835,1075,19750512-0043,1.0,2021-2022
I-836,1035,19790426-0049,2.0,2022-2023
I-837,1233,19930829-0082,1.0,2022-2023
I-838,1213,19790426-0049,1.0,2022-2023
I-839,1212,19900801-0130,3.0,2022-2023
I-840,1109,19901219-0125,2.0,2022-2023
I-841,1054,19900321-0080,2.0,2022-2023
I-842,1012,19921208-0097,1.0,2022-2023
I-843,1293,19901029-0071,1.0,2023-2024
I-844,1269,19760108-0050,2.0,2023-2024
I-845,1206,19900818-0116,1.0,2023-2024
I-846,1005,19900201-0074,2.0,2023-2024
I-847,1229,19770713-0042,2.0,2023-2024
I-848,1212,19781217-0053,1.0,2023-2024
I-849,1141,19900211-0140,3.0,2023-2024
I-850,1109,19910403-0103,1.0,2023-2024
I-851,1248,19780424-0057,4.0,2013-2014
I-852,1004,19900902-0090,3.0,2013-2014
I-853,1275,19750722-0060,3.0,2013-2014
I-854,1236,19910421-0067,1.0,2013-2014
I-855,1158,19920122-0065,3.0,2013-2014
I-856,1297,19901026-0111,1.0,2013-2014
I-857,1195,19750512-0043,3.0,2013-2014
I-858,1192,19751018-0039,4.0,2013-2014
I-859,1042,19910403-0131,1.0,2013-2014
I-860,1009,19930414-0106,3.0,2013-2014
I-861,1264,19900211-0140,1.0,2014-2015
I-862,1118,19760524-0046,2.0,2014-2015
I-863,1201,19780815-0047,4.0,2014-2015
I-864,1183,19910421-0067,3.0,2014-2015
I-865,1030,19931212-0079,2.0,2014-2015
I-866,1239,19761009-0055,4.0,2014-2015
I-867,1160,19750906-0032,1.0,2014-2015
I-868,1039,19780317-0052,1.0,2014-2015
I-869,1005,19930414-0106,3.0,2014-2015
I-870,1201,19780317-0052,4.0,2015-2016
I-871,1061,19790708-0041,1.0,2015-2016
I-872,1265,19930414-0106,1.0,2015-2016
I-873,1223,19761020-0044,1.0,2015-2016
I-874,1194,19901026-0111,2.0,2015-2016
I-875,1149,19790702-0038,2.0,2015-2016
I-876,1266,19930228-0086,2.0,2015-2016
I-877,1206,19901108-0087,4.0,2015-2016
I-878,1144,19930302-0135,2.0,2015-2016
I-879,1128,19790717-0045,2.0,2015-2016
I-880,1121,19920826-0088,2.0,2016-2017
I-881,1230,19920828-0070,4.0,2016-2017
I-882,1111,19910404-0102,3.0,2016-2017
I-883,1095,19900619-0076,2.0,2016-2017
I-884,1284,19750512-0043,3.0,2016-2017
I-885,1243,19750122-0056,1.0,2016-2017
I-886,1225,19900902-0114,1.0,2016-2017
I-887,1223,19761009-0055,3.0,2016-2017
I-888,1221,19900701-0138,1.0,2016-2017
I-889,1089,19780602-0035,4.0,2016-2017
I-890,1233,19760524-0046,1.0,2017-2018
I-891,1175,19750102-0059,3.0,2017-2018
I-892,1229,19790702-0038,2.0,2017-2018
I-893,1082,19770224-0058,1.0,2017-2018
I-894,1275,19780424-0057,1.0,2017-2018
I-895,1085,19920826-0088,3.0,2017-2018
I-896,1083,19761020-0044,1.0,2017-2018
I-897,1045,19921218-0101,2.0,2017-2018
I-898,1063,19790702-0038,4.0,2018-2019
I-899,1256,19900520-0063,4.0,2018-2019
I-900,1064,19790426-0049,2.0,2018-2019
I-901,1260,19900520-0063,2.0,2018-2019
I-902,1248,19780602-0035,1.0,2018-2019
I-903,1145,19761020-0044,2.0,2018-2019
I-904,1072,19910403-0103,4.0,2018-2019
I-905,1225,19790702-0038,1.0,2019-2020
I-906,1078,19900317-0083,3.0,2019-2020
I-907,1233,19751018-0039,3.0,2019-2020
I-908,1204,19901029-0071,4.0,2019-2020
I-909,1122,19910327-0096,2.0,2019-2020
I-910,1198,19930414-0106,3.0,2019-2020
I-911,1187,19900511-0134,4.0,2019-2020
I-912,1168,19780317-0052,2.0,2019-2020
I-913,1091,19760524-0046,1.0,2019-2020
I-914,1010,19761024-0034,3.0,2019-2020
I-915,1248,19910921-0136,2.0,2020-2021
I-916,1030,19750331-0036,1.0,2020-2021
I-917,1238,19770224-0058,1.0,2020-2021
I-918,1017,19931231-0099,1.0,2020-2021
I-919,1282,19761020-0044,4.0,2020-2021
I-920,1257,19921002-0129,3.0,2020-2021
I-921,1231,19770224-0058,1.0,2020-2021
I-922,1149,19920226-0075,1.0,2020-2021
I-923,1107,19920504-0093,2.0,2020-2021
I-924,1028,19901219-0125,1.0,2020-2021
I-925,1057,19910403-0131,3.0,2021-2022
I-926,1162,19921218-0101,1.0,2021-2022
I-927,1156,19931203-0066,1.0,2021-2022
I-928,1296,19750705-0033,2.0,2021-2022
I-929,1250,19910822-0122,2.0,2021-2022
I-930,1225,19790618-0048,1.0,2021-2022
I-931,1168,19761020-0044,1.0,2021-2022
I-932,1096,19750102-0059,2.0,2021-2022
I-933,1070,19900201-0074,2.0,2021-2022
I-934,1247,19900909-0123,4.0,2022-2023
I-935,1041,19790717-0045,1.0,2022-2023
I-936,1159,19760108-0050,4.0,2022-2023
I-937,1128,19900818-0116,1.0,2022-2023
I-938,1281,19901011-0119,4.0,2022-2023
I-939,1205,19750417-0051,1.0,2022-2023
I-940,1132,19770713-0042,4.0,2022-2023
I-941,1113,19750705-0033,3.0,2022-2023
I-942,1082,19770713-0042,1.0,2022-2023
I-943,1068,19790708-0041,1.0,2022-2023
I-944,1288,19900307-0105,3.0,2023-2024
I-945,1207,19761009-0055,1.0,2023-2024
I-946,1184,19750417-0051,4.0,2023-2024
I-947,1183,19790426-0049,1.0,2023-2024
I-948,1167,19750705-0033,3.0,2023-2024
I-949,1101,19920217-0098,3.0,2023-2024
I-950,1267,19761024-0034,2.0,2023-2024
I-951,1114,19790708-0041,4.0,2023-2024
I-952,1092,19750722-0060,2.0,2023-2024
I-953,1041,19900119-0104,1.0,2023-2024
I-954,1102,19760108-0050,4.0,2013-2014
I-955,1075,19930414-0106,1.0,2013-2014
I-956,1265,19761009-0055,1.0,2013-2014
I-957,1180,19770224-0058,4.0,2013-2014
I-958,1062,19910421-0067,2.0,2013-2014
I-959,1049,19931226-0118,2.0,2013-2014
I-960,1110,19921002-0129,4.0,2013-2014
I-961,1086,19760524-0046,1.0,2013-2014
I-962,1070,19770224-0058,1.0,2013-2014
I-963,1068,19901219-0125,4.0,2013-2014
I-964,1029,19781217-0053,1.0,2013-2014
I-965,1232,19921201-0094,2.0,2014-2015
I-966,1065,19790708-0041,4.0,2014-2015
I-967,1054,19760108-0050,3.0,2014-2015
I-968,1037,19901029-0071,3.0,2014-2015
I-969,1280,19901029-0071,2.0,2014-2015
I-970,1201,19900307-0105,4.0,2014-2015
I-971,1190,19920206-0072,4.0,2014-2015
I-972,1095,19930829-0082,2.0,2014-2015
I-973,1279,19930508-0061,3.0,2015-2016
I-974,1245,19750220-0037,3.0,2015-2016
I-975,1226,19771013-0040,4.0,2015-2016
I-976,1156,19930709-0100,4.0,2015-2016
I-977,1111,19770224-0058,2.0,2015-2016
I-978,1047,19790717-0045,1.0,2015-2016
I-979,1264,19900307-0105,1.0,2015-2016
I-980,1223,19781130-0054,4.0,2015-2016
I-981,1185,19910820-0078,3.0,2015-2016
I-982,1067,19750722-0060,4.0,2015-2016
I-983,1287,19900909-0123,3.0,2016-2017
I-984,1109,19930221-0139,4.0,2016-2017
I-985,1227,19900119-0104,2.0,2016-2017
I-986,1126,19921218-0101,2.0,2016-2017
I-987,1022,19910820-0078,2.0,2016-2017
I-988,1146,19781125-0031,4.0,2016-2017
I-989,1098,19900211-0140,3.0,2016-2017
I-990,1070,19930228-0086,4.0,2016-2017
I-991,1065,19790426-0049,3.0,2016-2017
I-992,1224,19761024-0034,2.0,2017-2018
I-993,1278,19771013-0040,3.0,2017-2018
I-994,1168,19781125-0031,3.0,2017-2018
I-995,1139,19750122-0056,4.0,2017-2018
I-996,1128,19750220-0037,3.0,2017-2018
I-997,1255,19900307-0105,4.0,2017-2018
I-998,1183,19921127-0120,1.0,2017-2018
I-999,1022,19910327-0096,4.0,2017-2018
I-1000,1012,19921208-0097,3.0,2017-2018
I-1001,1157,19780317-0052,3.0,2018-2019
I-1002,1064,19900211-0140,2.0,2018-2019
I-1003,1184,19780317-0052,2.0,2018-2019
I-1004,1177,19781125-0031,3.0,2018-2019
I-1005,1206,19771013-0040,2.0,2018-2019
I-1006,1148,19910403-0103,3.0,2018-2019
I-1007,1086,19910122-0077,3.0,2018-2019
I-1008,1005,19901108-0087,2.0,2018-2019
I-1009,1178,19770224-0058,3.0,2019-2020
I-1010,1080,19750102-0059,4.0,2019-2020
I-1011,1240,19920206-0072,4.0,2019-2020
I-1012,1009,19780815-0047,3.0,2019-2020
I-1013,1234,19780317-0052,3.0,2019-2020
I-1014,1194,19900119-0104,3.0,2019-2020
I-1015,1126,19780317-0052,2.0,2019-2020
I-1016,1075,19750417-0051,1.0,2019-2020
I-1017,1250,19920828-0070,4.0,2020-2021
I-1018,1091,19750906-0032,3.0,2020-2021
I-1019,1086,19901026-0111,4.0,2020-2021
I-1020,1050,19750722-0060,3.0,2020-2021
I-1021,1263,19930228-0086,1.0,2020-2021
I-1022,1255,19760524-0046,1.0,2020-2021
I-1023,1240,19760524-0046,1.0,2020-2021
I-1024,1238,19750722-0060,1.0,2020-2021
I-1025,1228,19750722-0060,3.0,2020-2021
I-1026,1222,19910327-0096,4.0,2020-2021
I-1027,1189,19900128-0095,2.0,2021-2022
I-1028,1076,19930302-0135,2.0,2021-2022
I-1029,1205,19900701-0113,2.0,2021-2022
I-1030,1149,19910327-0096,1.0,2021-2022
I-1031,1069,19750906-0032,4.0,2021-2022
I-1032,1289,19910822-0122,3.0,2021-2022
I-1033,1276,19780317-0052,2.0,2021-2022
I-1034,1258,19750122-0056,3.0,2021-2022
I-1035,1147,19780815-0047,2.0,2021-2022
I-1036,1082,19910122-0077,4.0,2021-2022
I-1037,1060,19760524-0046,3.0,2021-2022
I-1038,1105,19760108-0050,2.0,2022-2023
I-1039,1174,19921208-0097,1.0,2022-2023
I-1040,1113,19920828-0070,2.0,2022-2023
I-1041,1020,19781130-0054,4.0,2022-2023
I-1042,1299,19921218-0101,2.0,2022-2023
I-1043,1243,19751018-0039,4.0,2022-2023
I-1044,1183,19750705-0033,4.0,2022-2023
I-1045,1178,19790717-0045,1.0,2022-2023
I-1046,1079,19900520-0063,1.0,2022-2023
I-1047,1042,19921201-0094,1.0,2022-2023
I-1048,1278,19790426-0049,2.0,2023-2024
I-1049,1131,19900124-0064,2.0,2023-2024
I-1050,1258,19930414-0106,3.0,2023-2024
I-1051,1204,19790618-0048,3.0,2023-2024
I-1052,1024,19781125-0031,1.0,2023-2024
I-1053,1216,19900426-0089,4.0,2023-2024
I-1054,1148,19900307-0105,3.0,2023-2024
I-1055,1119,19930228-0086,1.0,2023-2024
I-1056,1091,19930616-0127,4.0,2023-2024
I-1057,1054,19750102-0059,3.0,2023-2024
I-1058,1205,19750417-0051,4.0,2013-2014
I-1059,1072,19931231-0099,3.0,2013-2014
I-1060,1270,19750705-0033,1.0,2013-2014
I-1061,1137,19910206-0081,3.0,2013-2014
I-1062,1124,19931118-0062,2.0,2013-2014
I-1063,1107,19930919-0137,3.0,2013-2014
I-1064,1199,19781217-0053,4.0,2013-2014
I-1065,1138,19770224-0058,4.0,2013-2014
I-1066,1076,19901219-0125,1.0,2013-2014
I-1067,1073,19920316-0107,2.0,2013-2014
I-1068,1057,19770224-0058,4.0,2013-2014
I-1069,1023,19910101-0133,1.0,2013-2014
I-1070,1093,19921218-0101,1.0,2014-2015
I-1071,1071,19921208-0097,1.0,2014-2015
I-1072,1174,19921123-0108,1.0,2014-2015
I-1073,1138,19900119-0104,2.0,2014-2015
I-1074,1199,19931231-0099,4.0,2014-2015
I-1075,1074,19930221-0139,2.0,2014-2015
I-1076,1066,19761009-0055,4.0,2014-2015
I-1077,1046,19900902-0090,2.0,2014-2015
I-1078,1024,19900511-0134,2.0,2014-2015
I-1079,1043,19750122-0056,2.0,2015-2016
I-1080,1017,19900520-0063,4.0,2015-2016
I-1081,1134,19781130-0054,2.0,2015-2016
I-1082,1106,19900511-0134,1.0,2015-2016
I-1083,1102,19760524-0046,3.0,2015-2016
I-1084,1003,19780317-0052,1.0,2015-2016
I-1085,1252,19920602-0073,2.0,2015-2016
I-1086,1217,19790618-0048,3.0,2015-2016
I-1087,1187,19790426-0049,3.0,2015-2016
I-1088,1136,19750705-0033,4.0,2015-2016
I-1089,1099,19900619-0076,4.0,2015-2016
I-1090,1081,19901002-0085,1.0,2015-2016
I-1091,1134,19920320-0121,1.0,2016-2017
I-1092,1130,19920917-0109,2.0,2016-2017
I-1093,1273,19920320-0121,4.0,2016-2017
I-1094,1226,19761024-0034,4.0,2016-2017
I-1095,1026,19910421-0067,2.0,2016-2017
I-1096,1162,19901029-0071,1.0,2016-2017
I-1097,1094,19911116-0069,3.0,2016-2017
I-1098,1063,19761020-0044,1.0,2016-2017
I-1099,1054,19900124-0064,2.0,2016-2017
I-1100,1046,19750102-0059,1.0,2016-2017
I-1101,1020,19761024-0034,4.0,2016-2017
I-1102,1053,19750722-0060,3.0,2017-2018
I-1103,1216,19770713-0042,2.0,2017-2018
I-1104,1203,19900124-0064,3.0,2017-2018
I-1105,1200,19900619-0076,2.0,2017-2018
I-1106,1072,19780424-0057,4.0,2017-2018
I-1107,1290,19761024-0034,3.0,2017-2018
I-1108,1276,19750705-0033,2.0,2017-2018
I-1109,1191,19781125-0031,2.0,2017-2018
I-1110,1095,19900723-0126,3.0,2017-2018
I-1111,1109,19910817-0092,4.0,2018-2019
I-1112,1192,19920505-0115,2.0,2018-2019
I-1113,1177,19911025-0091,1.0,2018-2019
I-1114,1173,19910921-0136,3.0,2018-2019
I-1115,1127,19900211-0140,3.0,2018-2019
I-1116,1292,19901029-0071,4.0,2018-2019
I-1117,1206,19781125-0031,4.0,2018-2019
I-1118,1151,19900801-0130,3.0,2018-2019
I-1119,1123,19910817-0092,3.0,2018-2019
I-1120,1079,19750417-0051,3.0,2018-2019
I-1121,1041,19910214-0084,3.0,2018-2019
I-1122,1112,19781217-0053,3.0,2019-2020
I-1123,1264,19750906-0032,2.0,2019-2020
I-1124,1190,19780815-0047,4.0,2019-2020
I-1125,1176,19790702-0038,4.0,2019-2020
I-1126,1044,19790618-0048,2.0,2019-2020
I-1127,1296,19750705-0033,3.0,2019-2020
I-1128,1250,19750122-0056,4.0,2019-2020
I-1129,1157,19900616-0124,2.0,2019-2020
I-1130,1070,19750220-0037,2.0,2019-2020
I-1131,1286,19771013-0040,3.0,2020-2021
I-1132,1294,19790702-0038,1.0,2020-2021
I-1133,1148,19910820-0078,3.0,2020-2021
I-1134,1277,19910817-0092,3.0,2020-2021
I-1135,1259,19770713-0042,2.0,2020-2021
I-1136,1193,19910404-0102,2.0,2020-2021
I-1137,1173,19750906-0032,4.0,2020-2021
I-1138,1111,19750417-0051,3.0,2020-2021
I-1139,1103,19910421-0067,4.0,2020-2021
I-1140,1103,19761009-0055,3.0,2021-2022
I-1141,1067,19790618-0048,1.0,2021-2022
I-1142,1101,19760524-0046,3.0,2021-2022
I-1143,1047,19910206-0081,1.0,2021-2022
I-1144,1267,19750417-0051,4.0,2021-2022
I-1145,1083,19920602-0073,4.0,2021-2022
I-1146,1081,19781130-0054,1.0,2021-2022
I-1147,1076,19901029-0071,2.0,2021-2022
I-1148,1064,19910822-0122,4.0,2021-2022
I-1149,1023,19781217-0053,4.0,2021-2022
I-1150,1202,19790426-0049,4.0,2022-2023
I-1151,1172,19920504-0093,3.0,2022-2023
I-1152,1209,19790426-0049,4.0,2022-2023
